-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2015 through 12/31/2023 in LST
Location: Latitude  25.2048   Longitude 55.2708 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 20.89 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,HR,T2M,WS10M,ALLSKY_SFC_SW_DWN,RH2M
2019,11,4,14,32.19,4.18,523.28,35.34
2019,11,4,15,31.51,4.99,317.35,39.98
2019,11,4,16,30.46,5.53,135.18,46.52
2019,11,4,17,29.05,5.88,10.4,56.26
2019,11,4,18,27.99,5.83,0.0,65.81
2019,11,4,19,27.75,5.22,0.0,68.65
2019,11,4,20,27.74,4.24,0.0,67.95
2019,11,4,21,27.71,3.54,0.0,66.83
2019,11,4,22,27.69,3.2,0.0,65.83
2019,11,4,23,27.65,3.05,0.0,65.49
2019,11,5,0,27.54,2.98,0.0,65.85
2019,11,5,1,27.28,2.89,0.0,67.37
2019,11,5,2,26.92,2.79,0.0,69.69
2019,11,5,3,26.56,2.69,0.0,72.28
2019,11,5,4,26.2,2.62,0.0,74.82
2019,11,5,5,25.91,2.57,0.0,76.81
2019,11,5,6,25.65,2.5,7.93,78.25
2019,11,5,7,26.27,2.56,127.97,75.24
2019,11,5,8,27.58,2.52,322.85,68.44
2019,11,5,9,29.12,2.2,502.8,60.3
2019,11,5,10,30.25,2.1,642.03,53.66
2019,11,5,11,31.15,2.5,626.67,48.71
2019,11,5,12,31.77,3.34,689.28,45.73
2019,11,5,13,31.87,4.11,635.78,45.39
2019,11,5,14,31.61,4.51,505.02,46.63
2019,11,5,15,31.1,4.59,329.73,49.15
2019,11,5,16,30.36,4.42,136.1,52.88
2019,11,5,17,29.42,3.93,10.32,58.42
2019,11,5,18,28.53,3.08,0.0,64.25
2019,11,5,19,28.15,2.79,0.0,66.66
2019,11,5,20,27.97,2.77,0.0,67.38
2019,11,5,21,27.88,2.73,0.0,67.82
2019,11,5,22,27.85,2.58,0.0,68.22
2019,11,5,23,27.89,2.51,0.0,68.29
2019,11,6,0,27.93,2.5,0.0,68.33
2019,11,6,1,27.86,2.56,0.0,69.07
2019,11,6,2,27.77,2.49,0.0,69.73
2019,11,6,3,27.79,2.03,0.0,69.48
2019,11,6,4,27.75,1.59,0.0,69.61
2019,11,6,5,27.64,1.2,0.0,70.48
2019,11,6,6,27.47,0.76,7.2,71.53
2019,11,6,7,27.58,0.42,117.72,71.11
2019,11,6,8,28.42,0.48,305.92,67.33
2019,11,6,9,29.39,0.71,480.15,62.11
2019,11,6,10,30.2,0.86,617.65,56.44
2019,11,6,11,30.98,1.44,691.85,50.92
2019,11,6,12,31.58,2.41,697.28,47.08
2019,11,6,13,31.76,3.23,631.8,45.58
2019,11,6,14,31.6,3.84,504.92,45.79
2019,11,6,15,31.16,4.19,322.98,47.36
2019,11,6,16,30.46,4.27,136.12,50.24
2019,11,6,17,29.48,4.05,10.05,55.01
2019,11,6,18,28.56,3.44,0.0,60.2
2019,11,6,19,28.13,2.87,0.0,62.22
2019,11,6,20,27.87,2.49,0.0,62.48
2019,11,6,21,27.69,2.07,0.0,61.95
2019,11,6,22,27.6,1.68,0.0,61.02
2019,11,6,23,27.51,1.52,0.0,59.93
2019,11,7,0,27.26,1.82,0.0,59.3
2019,11,7,1,26.84,2.3,0.0,59.33
2019,11,7,2,26.42,2.77,0.0,59.42
2019,11,7,3,25.94,3.13,0.0,60.09
2019,11,7,4,25.53,3.33,0.0,60.91
2019,11,7,5,25.24,3.4,0.0,61.9
2019,11,7,6,25.01,3.52,7.43,63.7
2019,11,7,7,25.69,3.73,125.8,62.67
2019,11,7,8,27.06,4.28,323.17,58.37
2019,11,7,9,29.09,4.37,504.42,47.62
2019,11,7,10,30.77,3.57,645.83,36.46
2019,11,7,11,31.96,2.53,723.3,29.15
2019,11,7,12,32.66,2.04,724.5,25.74
2019,11,7,13,32.98,2.46,641.78,26.0
2019,11,7,14,32.94,3.32,561.33,28.0
2019,11,7,15,32.53,4.21,359.0,31.1
2019,11,7,16,31.71,4.98,147.48,35.76
2019,11,7,17,30.15,5.08,9.57,43.95
2019,11,7,18,29.01,5.13,0.0,52.65
2019,11,7,19,28.65,4.58,0.0,55.2
2019,11,7,20,28.28,3.92,0.0,54.43
2019,11,7,21,27.93,3.42,0.0,52.16
2019,11,7,22,27.6,2.98,0.0,49.31
2019,11,7,23,27.33,2.54,0.0,46.08
2019,11,8,0,27.1,2.13,0.0,43.07
2019,11,8,1,26.88,1.83,0.0,41.36
2019,11,8,2,26.69,1.6,0.0,41.05
2019,11,8,3,26.52,1.48,0.0,41.14
2019,11,8,4,26.23,1.48,0.0,42.38
2019,11,8,5,25.87,1.63,0.0,44.46
2019,11,8,6,25.46,1.86,7.28,47.36
2019,11,8,7,25.57,2.07,128.7,48.89
2019,11,8,8,26.71,2.64,328.65,47.16
2019,11,8,9,28.48,2.15,511.17,38.77
2019,11,8,10,30.54,1.65,673.78,28.91
2019,11,8,11,31.47,0.94,738.6,24.82
2019,11,8,12,32.05,0.77,708.97,23.36
2019,11,8,13,32.4,1.76,661.28,24.63
2019,11,8,14,32.32,2.95,502.77,28.15
2019,11,8,15,31.84,3.98,328.65,32.74
2019,11,8,16,30.93,4.83,134.4,39.32
2019,11,8,17,29.41,5.23,9.27,50.56
2019,11,8,18,28.27,5.01,0.0,62.23
2019,11,8,19,27.85,4.09,0.0,65.51
2019,11,8,20,27.51,3.16,0.0,65.76
2019,11,8,21,27.22,2.57,0.0,65.65
2019,11,8,22,26.98,2.25,0.0,65.41
2019,11,8,23,26.75,2.22,0.0,65.69
2019,11,9,0,26.56,2.35,0.0,66.0
2019,11,9,1,26.38,2.44,0.0,65.81
2019,11,9,2,26.2,2.49,0.0,65.46
2019,11,9,3,26.06,2.56,0.0,64.91
2019,11,9,4,25.96,2.6,0.0,64.3
2019,11,9,5,25.87,2.72,0.0,63.8
2019,11,9,6,25.78,2.84,6.2,63.54
2019,11,9,7,26.15,3.1,108.5,62.34
2019,11,9,8,26.99,3.56,278.33,59.44
2019,11,9,9,28.67,2.71,463.9,49.91
2019,11,9,10,30.22,1.79,594.45,39.81
2019,11,9,11,31.02,2.18,664.25,36.08
2019,11,9,12,31.27,3.08,645.62,37.24
2019,11,9,13,31.18,3.7,547.03,39.94
2019,11,9,14,30.9,4.02,442.67,42.82
2019,11,9,15,30.43,4.22,270.2,45.82
2019,11,9,16,29.69,4.13,102.75,49.84
2019,11,9,17,28.63,3.79,7.28,56.31
2019,11,9,18,27.9,3.49,0.0,62.05
2019,11,9,19,27.67,2.91,0.0,63.17
2019,11,9,20,27.46,2.24,0.0,63.24
2019,11,9,21,27.27,2.0,0.0,63.19
2019,11,9,22,27.17,2.11,0.0,63.28
2019,11,9,23,27.02,2.49,0.0,64.0
2019,11,10,0,26.8,2.88,0.0,65.14
2019,11,10,1,26.58,3.22,0.0,66.12
2019,11,10,2,26.4,3.66,0.0,67.62
2019,11,10,3,26.37,4.39,0.0,69.21
2019,11,10,4,26.43,5.92,0.0,71.04
2019,11,10,5,26.16,7.8,0.0,73.88
2019,11,10,6,25.66,8.46,3.5,76.58
2019,11,10,7,25.5,7.97,61.72,76.75
2019,11,10,8,26.13,7.8,180.45,72.54
2019,11,10,9,26.9,7.18,311.95,67.35
2019,11,10,10,27.57,5.63,229.27,61.69
2019,11,10,11,27.96,3.54,271.12,57.91
2019,11,10,12,27.97,2.5,172.27,56.58
2019,11,10,13,27.6,3.11,106.12,57.96
2019,11,10,14,27.07,3.55,239.98,60.17
2019,11,10,15,26.67,3.38,164.45,61.02
2019,11,10,16,26.29,3.41,73.03,61.78
2019,11,10,17,25.63,3.54,6.28,64.89
2019,11,10,18,25.06,3.65,0.0,68.26
2019,11,10,19,24.79,3.57,0.0,70.2
2019,11,10,20,24.69,3.53,0.0,71.32
2019,11,10,21,24.47,3.62,0.0,72.84
2019,11,10,22,24.25,3.84,0.0,74.42
2019,11,10,23,23.98,4.11,0.0,76.26
2019,11,11,0,23.7,4.42,0.0,78.15
2019,11,11,1,23.31,4.64,0.0,80.18
2019,11,11,2,22.97,4.73,0.0,81.44
2019,11,11,3,22.74,4.73,0.0,81.66
2019,11,11,4,22.61,4.63,0.0,80.91
2019,11,11,5,22.56,4.5,0.0,79.32
2019,11,11,6,22.55,4.39,5.8,77.25
2019,11,11,7,23.23,4.53,117.05,72.27
2019,11,11,8,24.43,4.69,312.45,64.85
2019,11,11,9,26.39,5.25,491.1,51.05
2019,11,11,10,27.54,5.1,658.2,42.32
2019,11,11,11,28.11,4.66,687.17,37.35
2019,11,11,12,28.51,4.5,731.5,33.93
2019,11,11,13,28.8,4.56,686.33,32.07
2019,11,11,14,28.93,4.6,533.12,31.45
2019,11,11,15,28.81,4.64,351.55,31.9
2019,11,11,16,28.41,4.67,144.4,33.4
2019,11,11,17,27.11,4.13,8.52,37.43
2019,11,11,18,26.06,4.32,0.0,41.65
2019,11,11,19,25.71,4.35,0.0,43.8
2019,11,11,20,25.37,4.23,0.0,44.9
2019,11,11,21,25.01,4.01,0.0,45.42
2019,11,11,22,24.64,3.75,0.0,45.39
2019,11,11,23,24.25,3.51,0.0,45.08
2019,11,12,0,23.88,3.33,0.0,44.83
2019,11,12,1,23.53,3.17,0.0,44.73
2019,11,12,2,23.27,3.03,0.0,44.53
2019,11,12,3,23.08,3.02,0.0,44.47
2019,11,12,4,22.94,3.11,0.0,44.56
2019,11,12,5,22.77,3.26,0.0,45.04
2019,11,12,6,22.54,3.42,5.57,46.05
2019,11,12,7,23.0,3.4,122.85,45.22
2019,11,12,8,24.5,3.82,325.65,41.29
2019,11,12,9,26.07,3.69,510.27,36.86
2019,11,12,10,27.93,3.64,618.9,31.63
2019,11,12,11,28.69,2.85,741.92,28.07
2019,11,12,12,29.12,2.17,735.3,25.23
2019,11,12,13,29.34,2.42,648.05,24.93
2019,11,12,14,29.34,3.35,538.25,26.58
2019,11,12,15,29.07,4.27,357.0,28.75
2019,11,12,16,28.5,4.96,149.05,31.38
2019,11,12,17,27.08,4.74,8.88,36.39
2019,11,12,18,25.98,4.82,0.0,40.96
2019,11,12,19,25.59,4.62,0.0,42.87
2019,11,12,20,25.24,4.26,0.0,43.43
2019,11,12,21,24.87,3.87,0.0,43.33
2019,11,12,22,24.43,3.52,0.0,43.06
2019,11,12,23,23.96,3.24,0.0,42.6
2019,11,13,0,23.54,3.04,0.0,41.96
2019,11,13,1,23.23,2.8,0.0,41.11
2019,11,13,2,23.01,2.61,0.0,40.27
2019,11,13,3,22.9,2.5,0.0,39.62
2019,11,13,4,22.86,2.45,0.0,39.14
2019,11,13,5,22.78,2.55,0.0,39.28
2019,11,13,6,22.66,2.73,5.85,39.66
2019,11,13,7,22.94,2.83,133.43,39.3
2019,11,13,8,24.56,3.23,340.2,35.88
2019,11,13,9,25.92,3.15,525.2,33.15
2019,11,13,10,27.26,2.98,646.42,30.58
2019,11,13,11,27.77,2.62,735.78,28.32
2019,11,13,12,28.05,2.32,734.8,26.65
2019,11,13,13,28.24,2.44,657.03,26.5
2019,11,13,14,28.32,2.99,533.67,27.66
2019,11,13,15,28.15,3.68,351.55,29.75
2019,11,13,16,27.71,4.27,145.9,32.71
2019,11,13,17,26.29,4.09,8.5,38.97
2019,11,13,18,25.29,4.35,0.0,44.97
2019,11,13,19,25.0,4.31,0.0,47.26
2019,11,13,20,24.72,4.05,0.0,47.56
2019,11,13,21,24.42,3.71,0.0,47.21
2019,11,13,22,24.13,3.37,0.0,46.68
2019,11,13,23,23.84,3.13,0.0,46.29
2019,11,14,0,23.5,3.01,0.0,46.18
2019,11,14,1,23.17,2.89,0.0,46.53
2019,11,14,2,22.89,2.72,0.0,46.97
2019,11,14,3,22.73,2.59,0.0,47.14
2019,11,14,4,22.67,2.47,0.0,47.09
2019,11,14,5,22.66,2.34,0.0,46.79
2019,11,14,6,22.64,2.25,5.45,46.46
2019,11,14,7,23.02,2.09,130.3,45.03
2019,11,14,8,24.49,2.14,337.23,40.55
2019,11,14,9,26.22,1.91,522.85,34.37
2019,11,14,10,27.72,1.84,666.53,28.46
2019,11,14,11,28.23,1.57,731.53,26.43
2019,11,14,12,28.58,1.87,776.03,26.04
2019,11,14,13,28.77,2.78,670.47,27.12
2019,11,14,14,28.75,3.69,572.17,28.73
2019,11,14,15,28.5,4.27,375.55,30.51
2019,11,14,16,27.98,4.49,160.55,32.73
2019,11,14,17,26.57,3.81,8.75,37.4
2019,11,14,18,25.51,3.72,0.0,41.51
2019,11,14,19,25.12,3.42,0.0,42.2
2019,11,14,20,24.8,2.9,0.0,41.7
2019,11,14,21,24.6,2.23,0.0,40.12
2019,11,14,22,24.59,1.59,0.0,38.57
2019,11,14,23,24.64,1.17,0.0,38.08
2019,11,15,0,24.71,1.1,0.0,38.59
2019,11,15,1,24.68,1.22,0.0,39.59
2019,11,15,2,24.53,1.26,0.0,40.61
2019,11,15,3,24.36,1.04,0.0,41.39
2019,11,15,4,24.1,0.79,0.0,42.26
2019,11,15,5,23.81,0.45,0.0,42.7
2019,11,15,6,23.16,0.45,4.38,44.09
2019,11,15,7,22.92,1.25,94.0,44.92
2019,11,15,8,24.15,2.36,256.73,42.32
2019,11,15,9,25.79,2.16,419.23,38.09
2019,11,15,10,27.26,1.48,574.47,34.74
2019,11,15,11,27.94,1.06,596.72,32.81
2019,11,15,12,28.41,1.17,567.6,31.97
2019,11,15,13,28.64,1.93,538.8,32.88
2019,11,15,14,28.58,2.75,418.58,34.86
2019,11,15,15,28.3,3.33,247.1,37.38
2019,11,15,16,27.75,3.7,99.0,40.58
2019,11,15,17,26.48,3.43,6.35,46.75
2019,11,15,18,25.48,3.42,0.0,52.96
2019,11,15,19,25.21,3.18,0.0,55.15
2019,11,15,20,25.01,2.85,0.0,55.47
2019,11,15,21,24.99,2.63,0.0,54.98
2019,11,15,22,24.99,2.51,0.0,54.52
2019,11,15,23,25.11,2.28,0.0,53.16
2019,11,16,0,25.27,1.92,0.0,51.59
2019,11,16,1,25.18,1.66,0.0,51.55
2019,11,16,2,24.72,1.66,0.0,53.59
2019,11,16,3,24.11,1.91,0.0,56.64
2019,11,16,4,23.6,2.31,0.0,59.73
2019,11,16,5,23.13,2.8,0.0,63.07
2019,11,16,6,22.59,3.27,3.15,66.27
2019,11,16,7,22.91,3.95,83.57,65.15
2019,11,16,8,23.93,4.62,239.2,59.73
2019,11,16,9,25.71,3.97,421.0,52.94
2019,11,16,10,26.98,3.31,469.98,48.48
2019,11,16,11,27.71,2.78,538.17,45.08
2019,11,16,12,28.22,2.3,375.42,41.92
2019,11,16,13,28.43,1.97,399.73,39.93
2019,11,16,14,28.4,2.17,376.3,39.69
2019,11,16,15,28.17,2.72,236.57,41.19
2019,11,16,16,27.66,3.25,93.38,44.22
2019,11,16,17,26.54,3.31,5.9,50.35
2019,11,16,18,25.67,3.82,0.0,57.23
2019,11,16,19,25.39,4.28,0.0,60.24
2019,11,16,20,25.17,4.24,0.0,60.91
2019,11,16,21,24.95,4.25,0.0,61.01
2019,11,16,22,24.71,4.43,0.0,61.06
2019,11,16,23,24.42,4.54,0.0,61.22
2019,11,17,0,24.25,4.54,0.0,60.88
2019,11,17,1,23.84,4.33,0.0,61.53
2019,11,17,2,23.46,4.3,0.0,62.45
2019,11,17,3,23.32,4.33,0.0,62.93
2019,11,17,4,23.18,4.39,0.0,63.7
2019,11,17,5,22.93,4.35,0.0,65.01
2019,11,17,6,22.79,4.51,3.45,66.13
2019,11,17,7,23.42,4.8,94.0,64.81
2019,11,17,8,24.58,5.27,259.25,61.32
2019,11,17,9,26.43,5.8,439.7,54.02
2019,11,17,10,27.94,5.8,574.53,46.1
2019,11,17,11,28.8,5.4,650.08,39.91
2019,11,17,12,29.41,5.12,660.9,35.28
2019,11,17,13,29.89,4.51,603.53,31.77
2019,11,17,14,29.95,3.74,453.42,29.93
2019,11,17,15,29.79,3.2,259.58,29.36
2019,11,17,16,29.39,2.53,100.72,29.81
2019,11,17,17,28.28,1.97,5.32,32.48
2019,11,17,18,27.79,2.06,0.0,35.42
2019,11,17,19,27.17,2.89,0.0,40.33
2019,11,17,20,26.1,3.91,0.0,47.26
2019,11,17,21,25.38,4.52,0.0,53.7
2019,11,17,22,24.81,4.8,0.0,58.59
2019,11,17,23,24.39,4.87,0.0,61.81
2019,11,18,0,24.1,4.84,0.0,64.17
2019,11,18,1,23.84,4.72,0.0,65.93
2019,11,18,2,23.57,4.6,0.0,67.32
2019,11,18,3,23.33,4.58,0.0,68.4
2019,11,18,4,23.12,4.65,0.0,69.05
2019,11,18,5,22.95,4.89,0.0,69.55
2019,11,18,6,22.82,5.06,2.97,69.39
2019,11,18,7,23.27,5.64,85.15,66.39
2019,11,18,8,24.32,6.37,249.12,61.3
2019,11,18,9,25.76,6.56,434.83,56.67
2019,11,18,10,26.97,5.81,594.33,51.9
2019,11,18,11,27.97,4.58,637.72,46.7
2019,11,18,12,28.68,3.37,651.58,42.39
2019,11,18,13,29.1,2.32,567.75,39.5
2019,11,18,14,29.26,1.66,477.92,38.71
2019,11,18,15,29.19,1.82,289.08,39.81
2019,11,18,16,28.84,2.55,107.6,42.49
2019,11,18,17,27.66,2.9,5.6,47.6
2019,11,18,18,26.72,3.3,0.0,52.98
2019,11,18,19,26.42,3.43,0.0,56.42
2019,11,18,20,26.02,3.48,0.0,59.32
2019,11,18,21,25.69,3.74,0.0,61.3
2019,11,18,22,25.41,4.16,0.0,63.15
2019,11,18,23,25.05,4.5,0.0,65.35
2019,11,19,0,24.6,4.72,0.0,68.19
2019,11,19,1,24.17,4.69,0.0,70.85
2019,11,19,2,23.83,4.54,0.0,73.1
2019,11,19,3,23.6,4.59,0.0,75.37
2019,11,19,4,23.56,4.51,0.0,76.55
2019,11,19,5,23.51,4.49,0.0,77.63
2019,11,19,6,23.46,4.83,2.72,78.71
2019,11,19,7,23.61,5.64,66.28,78.06
2019,11,19,8,24.5,5.68,203.05,70.65
2019,11,19,9,25.94,5.47,355.9,59.27
2019,11,19,10,27.16,4.96,415.7,51.99
2019,11,19,11,28.36,4.48,353.08,46.27
2019,11,19,12,29.23,4.02,343.88,42.77
2019,11,19,13,29.44,3.55,400.48,42.76
2019,11,19,14,29.24,3.06,433.55,44.53
2019,11,19,15,28.81,2.93,264.1,47.45
2019,11,19,16,28.16,2.94,96.0,51.21
2019,11,19,17,27.11,3.07,4.9,57.44
2019,11,19,18,26.16,3.7,0.0,65.35
2019,11,19,19,25.68,4.15,0.0,70.67
2019,11,19,20,25.43,4.46,0.0,73.47
2019,11,19,21,25.27,4.82,0.0,75.12
2019,11,19,22,25.11,5.02,0.0,76.31
2019,11,19,23,24.91,4.93,0.0,77.28
2019,11,20,0,24.72,4.82,0.0,77.69
2019,11,20,1,24.45,4.6,0.0,78.29
2019,11,20,2,24.06,3.98,0.0,79.27
2019,11,20,3,23.82,3.49,0.0,79.61
2019,11,20,4,23.79,3.27,0.0,79.26
2019,11,20,5,23.76,3.05,0.0,79.07
2019,11,20,6,23.54,2.31,0.0,79.12
2019,11,20,7,23.71,1.37,34.78,77.02
2019,11,20,8,24.35,1.37,71.05,73.93
2019,11,20,9,25.21,1.33,70.62,68.74
2019,11,20,10,25.88,0.55,65.15,63.37
2019,11,20,11,26.24,2.18,72.55,61.44
2019,11,20,12,26.32,4.06,196.3,63.15
2019,11,20,13,25.96,5.21,131.6,67.09
2019,11,20,14,25.54,5.44,133.15,71.3
2019,11,20,15,25.24,5.38,76.85,74.47
2019,11,20,16,25.05,5.19,45.03,76.19
2019,11,20,17,24.85,5.04,3.58,76.52
2019,11,20,18,24.57,4.84,0.0,76.47
2019,11,20,19,24.21,4.31,0.0,76.59
2019,11,20,20,23.9,3.78,0.0,76.65
2019,11,20,21,23.55,3.56,0.0,76.91
2019,11,20,22,23.42,3.32,0.0,75.99
2019,11,20,23,23.42,3.06,0.0,74.63
2019,11,21,0,23.43,3.14,0.0,73.94
2019,11,21,1,23.31,3.34,0.0,74.07
2019,11,21,2,23.25,3.69,0.0,73.93
2019,11,21,3,23.36,4.21,0.0,73.3
2019,11,21,4,23.54,5.0,0.0,72.26
2019,11,21,5,23.57,5.53,0.0,71.07
2019,11,21,6,23.8,6.09,0.0,68.2
2019,11,21,7,24.21,6.66,46.3,63.78
2019,11,21,8,24.82,7.42,121.22,58.51
2019,11,21,9,25.25,7.73,202.85,54.59
2019,11,21,10,25.62,8.12,247.27,51.94
2019,11,21,11,25.78,8.44,275.0,50.27
2019,11,21,12,25.56,8.32,373.42,49.48
2019,11,21,13,25.31,7.74,381.12,49.3
2019,11,21,14,25.34,7.41,332.4,49.0
2019,11,21,15,25.17,7.28,214.25,49.79
2019,11,21,16,24.72,7.02,81.95,51.32
2019,11,21,17,24.01,6.26,5.18,53.84
2019,11,21,18,23.42,5.61,0.0,55.83
2019,11,21,19,23.46,5.31,0.0,54.46
2019,11,21,20,23.06,4.9,0.0,54.04
2019,11,21,21,22.52,4.55,0.0,54.44
2019,11,21,22,22.15,4.18,0.0,54.0
2019,11,21,23,21.85,3.71,0.0,52.23
2019,11,22,0,21.67,3.13,0.0,49.2
2019,11,22,1,21.62,2.63,0.0,45.98
2019,11,22,2,21.65,2.28,0.0,43.08
2019,11,22,3,21.8,1.83,0.0,40.22
2019,11,22,4,22.02,1.3,0.0,38.28
2019,11,22,5,22.16,0.87,0.0,37.6
2019,11,22,6,22.18,0.72,0.0,38.06
2019,11,22,7,22.16,1.13,102.57,39.89
2019,11,22,8,22.93,1.92,288.62,40.35
2019,11,22,9,24.21,2.52,470.0,37.37
2019,11,22,10,24.97,3.12,623.15,35.56
2019,11,22,11,25.4,3.43,681.12,35.04
2019,11,22,12,25.67,3.81,695.15,35.49
2019,11,22,13,25.76,4.36,628.08,36.79
2019,11,22,14,25.67,4.95,518.53,38.58
2019,11,22,15,25.39,5.41,333.83,40.71
2019,11,22,16,24.86,5.63,130.43,43.36
2019,11,22,17,23.61,4.94,6.2,48.37
2019,11,22,18,22.67,4.73,0.0,52.58
2019,11,22,19,22.32,4.48,0.0,53.39
2019,11,22,20,22.01,4.09,0.0,52.6
2019,11,22,21,21.7,3.78,0.0,51.73
2019,11,22,22,21.38,3.56,0.0,50.96
2019,11,22,23,21.04,3.33,0.0,49.81
2019,11,23,0,20.87,3.15,0.0,48.75
2019,11,23,1,20.95,2.95,0.0,48.11
2019,11,23,2,20.94,2.78,0.0,48.26
2019,11,23,3,20.87,2.56,0.0,48.61
2019,11,23,4,20.62,2.55,0.0,49.91
2019,11,23,5,20.59,2.96,0.0,51.76
2019,11,23,6,20.44,3.55,0.0,54.28
2019,11,23,7,20.84,3.84,102.93,54.43
2019,11,23,8,22.2,4.25,277.42,50.47
2019,11,23,9,23.71,4.36,466.0,46.18
2019,11,23,10,25.12,4.51,592.28,42.49
2019,11,23,11,25.78,3.96,682.75,39.9
2019,11,23,12,26.22,3.65,697.1,37.74
2019,11,23,13,26.43,3.76,627.42,36.95
2019,11,23,14,26.38,4.33,522.58,37.98
2019,11,23,15,26.09,4.87,335.88,39.67
2019,11,23,16,25.56,5.2,134.07,42.17
2019,11,23,17,24.34,4.9,6.2,47.49
2019,11,23,18,23.49,4.82,0.0,52.29
2019,11,23,19,23.17,4.52,0.0,54.76
2019,11,23,20,22.88,4.19,0.0,56.91
2019,11,23,21,22.55,3.96,0.0,59.82
2019,11,23,22,22.12,3.84,0.0,63.57
2019,11,23,23,21.6,3.65,0.0,67.53
2019,11,24,0,21.1,3.49,0.0,70.83
2019,11,24,1,20.77,3.32,0.0,72.99
2019,11,24,2,20.59,3.2,0.0,74.25
2019,11,24,3,20.49,3.09,0.0,74.99
2019,11,24,4,20.45,2.97,0.0,75.21
2019,11,24,5,20.45,2.89,0.0,75.31
2019,11,24,6,20.44,2.83,0.0,75.54
2019,11,24,7,21.0,2.62,102.68,72.37
2019,11,24,8,22.52,2.88,291.0,64.67
2019,11,24,9,24.22,2.89,472.25,56.55
2019,11,24,10,25.3,2.73,595.12,51.25
2019,11,24,11,26.09,2.5,697.17,47.43
2019,11,24,12,26.72,2.35,662.85,44.14
2019,11,24,13,27.03,2.74,596.2,42.99
2019,11,24,14,27.0,3.63,491.4,43.85
2019,11,24,15,26.69,4.52,319.75,45.89
2019,11,24,16,26.08,5.18,127.12,48.91
2019,11,24,17,25.05,5.16,6.22,53.89
2019,11,24,18,24.24,5.11,0.0,58.35
2019,11,24,19,23.86,4.7,0.0,60.17
2019,11,24,20,23.48,4.13,0.0,61.14
2019,11,24,21,23.13,3.69,0.0,61.82
2019,11,24,22,22.78,3.4,0.0,62.44
2019,11,24,23,22.44,3.21,0.0,63.3
2019,11,25,0,22.1,3.07,0.0,64.42
2019,11,25,1,21.8,3.01,0.0,65.96
2019,11,25,2,21.55,3.05,0.0,67.89
2019,11,25,3,21.38,3.13,0.0,69.55
2019,11,25,4,21.24,3.22,0.0,71.06
2019,11,25,5,21.1,3.4,0.0,72.74
2019,11,25,6,20.96,3.61,0.0,74.38
2019,11,25,7,21.4,3.74,98.0,73.07
2019,11,25,8,22.65,4.29,273.5,67.73
2019,11,25,9,24.26,4.14,439.23,58.39
2019,11,25,10,25.49,3.68,614.62,51.53
2019,11,25,11,26.36,2.95,596.95,46.08
2019,11,25,12,26.91,2.49,549.75,41.71
2019,11,25,13,26.88,2.89,507.5,41.07
2019,11,25,14,26.58,3.72,386.2,43.18
2019,11,25,15,26.06,4.26,248.68,46.88
2019,11,25,16,25.45,4.76,101.72,51.84
2019,11,25,17,24.84,4.9,5.7,57.52
2019,11,25,18,24.47,4.91,0.0,61.92
2019,11,25,19,24.33,4.44,0.0,62.61
2019,11,25,20,23.81,3.86,0.0,62.94
2019,11,25,21,23.42,3.76,0.0,62.54
2019,11,25,22,23.42,3.47,0.0,60.76
2019,11,25,23,23.35,3.34,0.0,59.83
2019,11,26,0,23.07,3.42,0.0,60.31
2019,11,26,1,22.58,3.52,0.0,62.06
2019,11,26,2,22.13,3.71,0.0,64.14
2019,11,26,3,21.67,3.86,0.0,66.4
2019,11,26,4,21.21,3.86,0.0,68.13
2019,11,26,5,20.94,3.82,0.0,68.79
2019,11,26,6,20.75,3.7,0.0,68.8
2019,11,26,7,21.21,3.5,95.47,66.53
2019,11,26,8,22.78,3.84,281.7,60.24
2019,11,26,9,24.59,3.74,460.25,52.1
2019,11,26,10,26.11,3.18,599.42,44.48
2019,11,26,11,27.04,2.1,690.97,38.65
2019,11,26,12,27.63,1.79,678.58,35.99
2019,11,26,13,27.78,2.89,632.03,36.99
2019,11,26,14,27.54,4.17,492.67,39.63
2019,11,26,15,26.98,5.12,320.55,43.43
2019,11,26,16,26.09,5.67,128.5,48.92
2019,11,26,17,24.83,5.55,6.15,56.64
2019,11,26,18,24.0,5.66,0.0,62.36
2019,11,26,19,23.66,5.53,0.0,63.57
2019,11,26,20,23.38,5.08,0.0,63.45
2019,11,26,21,23.14,4.66,0.0,62.63
2019,11,26,22,22.92,4.25,0.0,61.39
2019,11,26,23,22.71,3.84,0.0,60.0
2019,11,27,0,22.55,3.38,0.0,58.62
2019,11,27,1,22.41,2.98,0.0,57.68
2019,11,27,2,22.25,2.7,0.0,57.41
2019,11,27,3,22.05,2.51,0.0,57.51
2019,11,27,4,21.81,2.36,0.0,57.89
2019,11,27,5,21.54,2.31,0.0,58.45
